N,P,K,temperature,humidity,ph,rainfall,label,EC,Calcium,Magnesium,Sulfur,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,CEC,Fertilizer Recommendation
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate,1.990821714,3928.713886,85.50456796,15.71999498,29.47857904,33.54240394,8.587181138,0.894615073,0.864593035,0.654724308,20.72914894,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate,1.688503583,4638.9937,278.8415861,65.96861516,41.32633508,45.30964619,4.626103526,0.688620852,2.089407515,0.064657435,22.85174847,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,1.118680149,4443.775015,184.7102188,34.66506005,39.27897406,45.37286134,2.631379352,0.968437868,4.109618527,0.392551737,18.80270067,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate,1.743330575,1060.155653,394.3713531,58.95684525,34.70592877,45.55647236,7.169527888,0.687105632,3.645582673,0.421094372,5.688904566,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,1.530332479,2781.50858,182.3358402,50.16885325,38.88893227,29.96261809,1.816910264,3.285462466,2.87629799,0.028999158,6.497782481,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate,1.216780741,2564.078538,180.4521272,61.91588487,33.09984333,6.665971166,2.483286466,3.368285157,1.711194802,0.855552619,21.37088097,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate,2.262815211,3513.635202,460.9294445,15.25339783,4.128145621,35.17168375,0.647284223,3.166421882,2.425658814,0.647299405,28.11798357,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,1.209605862,4822.094854,460.6599853,75.85854324,41.14246707,32.75703963,0.669031052,0.812549088,3.804613234,0.672732158,33.46571699,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,0.256212084,4212.439683,388.3044242,92.3698748,41.49669425,30.98396196,6.529889465,2.621887652,0.137713147,0.126391696,25.76666587,Urea (High Nitrogen)
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate,1.322693329,4762.27159,224.1583852,61.54478213,44.24475208,43.16021399,9.281533035,3.106205876,0.105301837,0.844242161,21.50685461,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate,2.085857248,1117.737354,170.233587,38.32629754,18.69766462,36.93065368,0.440316268,4.780077007,4.865800661,0.645802453,34.52168429,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate,1.290633665,3529.079387,63.85811151,15.14371007,38.4233759,7.036753906,8.525656156,3.217058952,3.893242689,0.115594515,23.8682282,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,2.000488272,1908.447776,329.1983622,96.70123459,6.153008132,35.28858688,1.654438767,1.824772403,3.697586778,0.577474163,32.20461589,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate,0.891700806,4129.018204,155.5630321,24.15197378,1.451958522,49.34787128,9.619623735,1.466645457,3.981555963,0.28887528,20.94066008,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate,1.962215087,4316.47347,143.7796978,49.59394251,43.2132654,40.07996842,8.297281197,2.441235911,1.63515896,0.18812758,15.4907368,"Urea (High Nitrogen), Superphosphate (High Phosphorus)"
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana,2.079645671,4528.037396,268.0258655,84.45728838,23.77635841,5.639342831,6.808711114,3.781921386,1.424278411,0.870916737,34.84687967,Reduce phosphorus-based fertilizers
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana,2.121347142,3058.524232,475.703948,34.38198901,22.69011539,19.10475782,4.768441134,3.281806904,0.630753142,0.061230535,22.34794447,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana,1.266147708,1291.486589,151.9887376,32.72682561,5.768271202,24.63656092,1.072260101,3.856289279,1.671746871,0.544622356,26.52088327,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana,2.250372845,4622.738589,443.5361742,93.9092732,12.34095074,15.13482298,7.14452396,4.978967725,3.649526489,0.737642665,6.606631462,Reduce phosphorus-based fertilizers
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,2.02929873,1748.822398,440.9864072,63.5628532,37.801816,5.677469734,3.957130485,1.302974692,1.342546701,0.501030592,26.91974088,Reduce phosphorus-based fertilizers
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana,0.675619025,2260.527426,233.294444,44.83202074,15.84910857,8.336855467,1.488600672,1.959552795,2.246090791,0.313861198,36.67848303,Reduce phosphorus-based fertilizers
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,1.109486667,4163.137476,216.4213307,64.66948393,10.88239516,15.91606647,9.898271927,0.257648241,1.285781252,0.861266311,30.45023102,Reduce phosphorus-based fertilizers
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana,0.220272556,1725.973112,54.76943257,88.10207585,11.6951506,14.81551963,5.592487526,0.751934671,3.939016906,0.767219618,12.08252088,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,1.259488724,4515.978615,77.48167556,41.11494909,40.23167565,19.38279181,8.069690757,4.604700622,3.654728555,0.808590878,15.81628094,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,0.97636998,3981.551586,362.9280649,79.54474539,44.34752552,17.34614318,2.185071784,2.960235674,0.675586933,0.10479761,13.94332339,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana,0.879517138,1243.122684,236.9739818,20.84977789,24.95236189,26.6661876,3.059576946,4.381851294,0.528821081,0.346733443,17.92193418,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,2.278856928,4923.7341,367.1215222,31.50829497,16.41585567,28.18611105,2.491145713,3.146288063,0.203471839,0.860885359,19.197155,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,2.168903626,1739.367063,441.030416,43.33070233,37.60723083,15.85719865,4.903525785,1.47802675,0.451804848,0.604264506,5.159250353,Reduce phosphorus-based fertilizers
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana,1.669854513,2327.77056,176.2459156,57.12076894,25.16997867,1.160359675,1.859085694,3.691389699,3.601301668,0.284772259,38.53973824,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana,0.760131015,4665.611553,300.2868276,28.38734556,24.53957105,14.2877086,0.898826189,1.252467763,4.371421089,0.3115012,13.4634859,Reduce phosphorus-based fertilizers
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,0.672222102,1199.33357,265.578539,58.22366332,30.78136161,39.42315799,3.789028618,2.328459128,4.977722967,0.732649106,37.61241558,Reduce phosphorus-based fertilizers
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,0.536911115,1386.593895,455.842464,22.81438224,17.08899659,5.25831149,0.435834576,2.819840171,3.863101837,0.308947626,5.539493155,Reduce phosphorus-based fertilizers
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,0.936579642,2916.036823,455.91668,70.82605926,30.3446926,40.09471769,8.736736821,2.296851758,0.234924626,0.719997713,7.567724244,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,2.017457769,3832.821039,382.3567905,47.11215635,38.64605831,19.61537816,8.921860692,1.19632915,1.796012756,0.663399052,22.70703552,Reduce phosphorus-based fertilizers
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana,1.381707867,4891.901712,298.9293449,14.47095771,18.96819785,39.83888954,0.242415666,2.120073833,4.231843647,0.356183502,14.34083745,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,1.835108238,1235.952295,351.6490065,49.1272135,13.53593422,18.25511342,4.850989884,0.791957723,2.342237499,0.130152112,20.81738255,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,1.961538786,3775.318824,392.9592132,58.13010657,20.91960294,33.97668954,9.858864058,0.909627016,3.540532918,0.563958653,38.9466572,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,1.508105516,4404.924299,247.1249876,65.58274398,42.91201488,6.76241045,1.018722941,1.895657546,2.077453385,0.599267934,21.5272084,Reduce phosphorus-based fertilizers
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,1.493787427,3785.835863,232.6372671,96.13736327,28.28975188,27.96567994,7.963234271,2.044100571,3.400103248,0.137166788,18.96722491,Reduce phosphorus-based fertilizers
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,0.925812814,2846.391335,336.2435058,54.12492706,20.78064006,38.10847506,4.465037576,4.726566661,4.800185523,0.315099209,34.8606895,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,1.928082218,2063.69588,209.8984062,75.41961083,37.45342032,9.865220529,3.173678698,1.180465011,0.980019596,0.012559763,28.07434692,Reduce phosphorus-based fertilizers
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,2.049227684,1165.550682,161.8355207,48.81870054,48.79462564,1.705528381,4.142925521,2.496647792,2.428010039,0.759182825,10.28051823,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,0.372599814,2813.751963,448.2698481,69.27364474,12.47438932,2.192076419,6.399448275,1.706217907,0.863545315,0.487090508,20.83078336,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,1.47676187,1680.487191,196.2401957,94.7088833,11.74459594,37.57913635,2.196141033,4.726865936,3.575051284,0.439400305,39.84704081,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,1.610761628,1484.592538,316.3735668,44.69350728,3.887658963,21.85278766,5.465182672,0.900785004,0.579463917,0.272048316,11.83350367,Reduce phosphorus-based fertilizers
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,1.520481986,3396.965323,138.5559947,49.60901911,1.20721001,25.56975448,4.304849411,4.568171681,4.066483064,0.146606249,6.619009293,Reduce phosphorus-based fertilizers
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,0.356002779,3147.895398,117.9960892,97.65889712,38.70110888,35.54548069,9.60161384,0.560472568,0.695114444,0.558570883,5.946430901,Reduce phosphorus-based fertilizers
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,0.496105651,2594.370192,490.8590397,20.01287793,46.48599975,22.43268298,2.361788961,1.138768819,3.946594679,0.150156922,15.57349322,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana,1.492174103,2580.452136,384.4088363,88.27632479,6.982428395,39.28587824,4.784292568,1.629060414,0.598319742,0.278305157,31.57492973,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana,1.896168037,4204.369201,385.5549734,68.53839511,1.286819277,25.62113498,9.851946403,1.307182302,3.844981271,0.370614564,30.41310027,Reduce phosphorus-based fertilizers
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana,0.587777477,2539.631284,69.5945653,81.60238828,27.35959019,17.04864707,6.804889317,2.292779196,2.468253026,0.377011965,22.29479598,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana,1.866426046,1081.532734,57.38021824,67.36231758,11.14851856,8.302109536,0.287610362,2.813430134,3.34529176,0.891000804,9.872238579,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana,0.822386423,2799.260942,457.3753409,72.46847814,27.74025028,7.70092647,9.531074844,2.202809041,0.237790118,0.032333813,18.69974342,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,banana,2.228197277,3404.776396,81.47307665,71.49941047,38.90081683,25.3497498,5.946526525,2.141203642,0.292216008,0.695047263,20.37521754,Reduce phosphorus-based fertilizers
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana,0.60842244,1865.446073,191.9133696,75.42821891,48.46130487,20.69537502,7.104136862,2.115438307,4.477363109,0.942948118,14.38951805,Reduce phosphorus-based fertilizers
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana,2.417288435,1254.629047,385.8944316,34.91925363,11.36846937,5.552146354,7.909040294,4.896927577,0.183261474,0.183218703,31.65316537,Reduce phosphorus-based fertilizers
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana,0.469283525,2972.656386,108.9906317,80.10098952,14.72552845,33.34504369,9.944033221,1.545117508,2.033410664,0.386576843,37.88523626,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,1.524761964,3331.713391,290.012828,51.38371298,18.93423319,28.51175745,8.246651959,4.487491009,1.932394223,0.645783789,19.03942605,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,1.692582913,1093.839496,316.1626573,85.97868256,38.81608526,20.19730318,2.708642091,3.472168291,2.621243131,0.797511835,31.82724744,Reduce phosphorus-based fertilizers
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,banana,1.49143866,2852.892507,407.835928,82.18929496,42.6837523,41.13974209,0.408984585,3.327532295,1.593657027,0.066036572,26.15869139,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana,0.363404883,2992.726694,223.0375296,57.01295706,3.5889523,4.758473494,2.44957652,4.101576235,4.222976772,0.50741217,37.3486598,Reduce phosphorus-based fertilizers
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,0.700833438,4787.730256,347.6126668,66.00527467,1.985716589,34.60707598,1.32584082,4.769189034,2.916472137,0.504927862,15.80081662,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,banana,0.422764446,3273.610409,456.2061344,75.47535367,6.54426814,42.16811259,4.889726177,3.566143116,1.86633808,0.176212198,26.79407028,Reduce phosphorus-based fertilizers
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,0.899176206,4022.915543,195.803376,87.48618043,14.65053079,49.36747787,7.371903445,1.340807504,4.446682744,0.198891131,30.65900619,Reduce phosphorus-based fertilizers
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana,1.504210048,1333.427815,334.5335768,15.46131853,18.57016608,37.56857894,1.094336501,2.355634714,2.754120526,0.714413839,12.85038869,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana,2.349979652,3544.318309,464.9919166,79.27360221,2.124831179,23.95906614,5.895968136,3.547902728,0.329310808,0.495768356,12.59120673,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana,1.236611731,4999.83615,377.5695567,75.175816,35.50489987,24.33017667,6.780838975,1.109107954,2.368035783,0.723813527,10.15205189,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana,1.794059591,1307.881263,424.7525106,48.24103735,17.60762399,40.12735412,8.978094727,4.958081663,2.373403622,0.833489069,5.572011514,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana,0.872208422,4713.982553,159.2345012,97.5425035,34.41709859,30.96499335,7.459317103,4.244377221,1.180804228,0.876492704,16.50436668,Reduce phosphorus-based fertilizers
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana,1.561575726,1763.357554,108.5885768,83.92303324,5.34389877,17.06108077,6.76842305,3.117598104,0.645562026,0.736793363,13.6560323,Reduce phosphorus-based fertilizers
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana,2.007211789,3304.841822,111.4783461,48.41455912,31.63944362,26.73642753,0.410397819,3.440216642,4.962771435,0.701471067,10.81182093,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,0.219352091,4475.876198,346.4867682,72.95679054,20.0866257,1.587384499,8.849016018,4.328839037,0.202602971,0.082755885,33.24583987,Reduce phosphorus-based fertilizers
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,2.164453181,3767.489061,362.4091314,83.38938454,37.35296546,38.64624436,5.419773023,0.398042769,4.238060964,0.373818987,36.89109355,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,0.422681722,4094.084667,481.2951861,26.7683607,15.20231216,25.60274326,9.179103856,4.785434339,4.449714407,0.458185228,11.93351175,Reduce phosphorus-based fertilizers
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana,0.547940806,3964.458893,331.1528278,21.78151269,25.10839299,35.12091295,9.709066799,0.602764411,3.926624946,0.11198568,20.76608282,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana,0.608923352,3856.466048,269.2078724,45.05317631,48.88399979,46.72668598,2.754214576,3.160385826,1.184756408,0.297288367,18.09584181,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,0.336767803,3180.483584,148.5429374,50.21838492,12.61928793,40.00854328,7.987123019,1.798452237,0.55074136,0.375690138,16.90724149,Reduce phosphorus-based fertilizers
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana,1.572288094,3903.178782,432.7122689,94.0384432,33.56029324,46.28381952,2.523351071,2.614916124,3.729978346,0.273201247,11.23421862,Reduce phosphorus-based fertilizers
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana,0.372927402,4930.609331,307.8201236,26.50158705,32.80601635,30.1811336,6.036736194,4.79368373,2.432493557,0.092717434,39.77107686,Reduce phosphorus-based fertilizers
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,0.425940715,4443.671111,356.7493355,41.33128017,17.20371733,27.52835988,4.003240142,2.878564694,0.972756281,0.624596537,13.67502899,Reduce phosphorus-based fertilizers
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,1.237192046,2628.79887,480.0530655,71.01540904,22.58549237,49.92210359,9.07461449,2.792269656,4.492674146,0.663214195,6.657418129,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,0.515145763,2872.53094,342.7536988,47.82151966,48.51532234,38.65946194,2.523985622,0.952999875,0.397212444,0.443359951,32.33280685,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,1.536874118,1096.737934,326.9436691,84.2266751,19.05127734,1.244985464,6.321749633,0.951661886,0.769702448,0.114871895,5.505122151,Reduce phosphorus-based fertilizers
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,1.240214144,3551.346947,113.8860622,66.32489431,25.50938966,11.12551992,7.701705419,0.569878039,4.379205837,0.367296101,39.46042412,Reduce phosphorus-based fertilizers
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,banana,1.257110307,1816.233248,376.1192123,11.30138815,2.256396581,11.85244514,1.019174734,0.826457338,2.209822534,0.078017835,7.841377798,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana,0.778186286,4251.532376,228.2822145,24.09649205,41.18464543,35.2621495,7.420815694,3.805962297,1.559796585,0.81378657,22.41250056,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,2.164450449,4288.893519,283.1343392,25.11885267,25.55330584,20.93538657,1.195569432,4.936682965,0.612867289,0.608652655,16.94327475,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,1.815058902,1710.124566,287.5261767,37.83905173,9.619686266,4.515870803,3.282891393,2.215974188,1.454272519,0.370566249,24.97113143,Reduce phosphorus-based fertilizers
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana,1.043752091,1364.754999,221.2151802,65.4124993,32.24941208,5.609010794,4.779547725,1.159298671,0.829476599,0.188138155,18.16635078,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana,1.125573346,4928.589644,134.812335,36.70073583,2.410556399,26.6267787,8.270934741,1.436003571,3.629148339,0.356616345,21.65581946,Reduce phosphorus-based fertilizers
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,0.335158808,4242.679133,199.3984466,52.79634682,8.048780331,41.56965399,9.833625208,3.117887254,0.392487485,0.410745876,30.37953768,Reduce phosphorus-based fertilizers
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,banana,2.224621776,3994.818185,201.1493786,30.54908409,32.85882771,38.28745669,6.789810971,3.626811655,2.588900469,0.974750507,7.591398105,Reduce phosphorus-based fertilizers
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana,0.503541132,4168.233839,104.0436601,39.94027325,46.17309973,42.14103818,8.282194921,0.485085539,3.334962298,0.178126568,35.49732364,Reduce phosphorus-based fertilizers
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana,1.479816101,2793.913379,218.5045769,93.39018209,41.09211689,49.19310095,5.380684336,1.425023699,0.377227867,0.383256803,32.817133,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,banana,1.821696182,3334.272029,257.209429,22.23889811,4.241935547,6.669900875,1.243258315,2.557517038,4.122740431,0.898377627,27.14568439,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana,1.132097173,4672.08079,388.7856655,76.18636379,40.39201259,10.44275577,8.623461261,0.18131595,1.221251298,0.533029548,22.16152731,Reduce phosphorus-based fertilizers
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,0.745635447,4140.740699,206.7749355,54.01980515,30.81914007,20.1555989,2.93158258,0.119865796,1.927777003,0.331096954,26.43982688,Reduce phosphorus-based fertilizers
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,banana,0.365521407,1302.445675,167.342328,84.49444013,22.08480639,15.91162549,1.828740203,4.10986819,1.851460478,0.67841212,18.54738026,Reduce phosphorus-based fertilizers
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,banana,2.491852675,2491.867218,114.9987839,37.2026493,4.699569544,34.89907392,8.290251917,0.88794716,4.287714313,0.882278045,24.19964502,Reduce phosphorus-based fertilizers
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,2.398926642,4783.871328,121.1324756,37.44970248,45.32177121,37.59535332,7.277554256,2.160731499,4.960161026,0.983426472,26.24374047,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,2.149907402,2877.408633,498.451711,61.47347494,22.58641707,23.81887721,4.917522055,3.699252873,2.253168078,0.41585205,34.39351661,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,1.02481684,4638.977029,363.9586068,88.57580972,13.00521232,20.05136524,2.536808572,1.762556471,0.439148196,0.570838196,35.24115887,Reduce phosphorus-based fertilizers
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,1.487299698,3031.532888,107.2937903,22.75956458,22.69889794,27.89578834,1.340730964,0.607116859,0.875106088,0.384366375,29.93370212,Reduce phosphorus-based fertilizers
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,0.722057884,2940.839833,186.3075305,57.77364441,13.43621847,13.12203715,1.755237106,0.724371543,1.781992781,0.299827674,11.12830296,Reduce phosphorus-based fertilizers
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana,0.971269815,2306.823856,280.7480965,66.35145302,35.91347348,33.72936067,7.199770494,1.950166122,1.964371039,0.941519723,36.38956021,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,1.715392319,4337.047781,125.1960286,73.46468633,2.035554553,46.2919919,8.069411788,4.964461987,2.713932835,0.783256097,37.72353506,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,1.684370315,2358.137114,352.6517668,46.91813371,6.761505477,47.15684402,3.643145171,0.05182804,4.951928696,0.741606002,34.92219522,Reduce phosphorus-based fertilizers
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,0.241519113,1324.99643,97.33350098,75.43757959,7.579918873,26.56474566,6.096952913,2.172310301,4.033280142,0.408713094,38.61613302,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,0.632460251,1840.706145,273.6324401,30.51340625,26.07002035,15.8052337,8.959272623,2.550439663,4.360874377,0.360060677,8.403588601,"Reduce nitrogen-based fertilizers, Reduce phosphorus-based fertilizers"
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,banana,1.708222493,3782.266073,223.6701722,37.1756643,4.425607172,16.84605576,6.693382651,0.107498677,0.173972043,0.402977353,18.31021288,Reduce phosphorus-based fertilizers
